,date,open,high,low,close,volume,symbol
1591,2017-11-02,6753.98,7300.0,6685.1,7019.98,2459.59,ETH
1590,2017-11-03,7019.98,7346.34,6923.0,7115.04,1857.73,ETH
1589,2017-11-04,7115.04,7480.99,6901.0,7357.09,1385.7,ETH
1588,2017-11-05,7357.09,7590.25,7279.02,7345.01,1192.58,ETH
1587,2017-11-06,7345.01,7401.0,6906.0,6960.12,1741.45,ETH
1586,2017-11-07,6960.12,7198.49,6901.0,7064.04,1421.75,ETH
1585,2017-11-08,7064.04,7770.0,6651.0,7303.0,2726.84,ETH
1584,2017-11-09,7303.0,7392.0,7015.0,7079.99,1893.28,ETH
1583,2017-11-10,7079.99,7279.91,6255.01,6506.98,3186.23,ETH
1582,2017-11-11,6506.98,6797.98,6100.0,6245.05,2685.67,ETH
1581,2017-11-12,6245.05,6630.0,5325.01,5811.03,4854.44,ETH
1580,2017-11-13,5811.03,6697.47,5699.99,6465.99,2543.41,ETH
1579,2017-11-14,6465.99,6684.98,6311.07,6574.99,1228.66,ETH
1578,2017-11-15,6574.99,7298.0,6574.99,7240.06,1745.83,ETH
1577,2017-11-16,7240.06,7940.0,7076.0,7864.5,2294.2,ETH
1576,2017-11-17,7864.5,7989.0,7451.0,7699.19,3893.14,ETH
1575,2017-11-18,7699.19,7819.99,7422.0,7761.94,3912.88,ETH
1574,2017-11-19,7761.94,8123.15,7650.33,8038.0,3845.99,ETH
1573,2017-11-20,8038.0,8319.99,7954.0,8212.0,3857.0,ETH
1572,2017-11-21,8212.0,8400.0,7801.0,8119.51,4468.09,ETH
1571,2017-11-22,8119.51,8322.68,8091.09,8205.92,3518.81,ETH
1570,2017-11-23,8205.92,8260.0,8000.0,8019.99,4054.54,ETH
1569,2017-11-24,8019.99,8369.0,7850.0,8138.0,4331.83,ETH
1568,2017-11-25,8138.0,8734.78,8090.0,8700.01,4228.66,ETH
1567,2017-11-26,8700.01,9350.0,8604.72,9128.02,4108.18,ETH
1566,2017-11-27,9128.02,9654.28,9112.04,9650.0,4473.98,ETH
1565,2017-11-28,9650.0,9939.0,9570.5,9896.8,4877.07,ETH
1564,2017-11-29,9896.8,11300.03,8520.0,9687.88,13041.92,ETH
1563,2017-11-30,9687.88,10900.0,8850.8,9838.96,9181.76,ETH
1562,2017-12-01,9838.96,10898.0,9380.0,10782.99,6033.85,ETH
1561,2017-12-02,10782.99,11190.0,10620.0,10890.01,4700.93,ETH
1560,2017-12-03,10890.01,11825.0,10500.0,11165.41,5212.23,ETH
1559,2017-12-04,11165.41,11600.0,10802.0,11579.0,4599.15,ETH
1558,2017-12-05,11579.0,11853.0,11447.68,11699.99,5510.92,ETH
1557,2017-12-06,11699.99,13615.23,11665.58,13550.05,6556.68,ETH
1556,2017-12-07,13550.05,16649.96,13050.0,16599.0,7262.95,ETH
1555,2017-12-08,16599.0,17204.99,14015.0,15880.0,17344.04,ETH
1554,2017-12-09,15880.0,16269.3,12535.0,14656.07,13725.0,ETH
1553,2017-12-10,14656.07,15720.12,12368.0,14899.98,16107.43,ETH
1552,2017-12-11,14899.98,17470.0,14899.98,16587.97,11632.79,ETH
1551,2017-12-12,16587.97,16976.45,15875.0,16349.99,9309.36,ETH
1550,2017-12-13,16349.99,16546.0,14666.56,16033.29,12216.88,ETH
1549,2017-12-14,16033.29,16445.0,15450.0,16334.98,11220.26,ETH
1548,2017-12-15,16334.98,17991.0,16298.45,17539.83,8999.13,ETH
1547,2017-12-16,17539.83,19539.0,17190.01,19102.66,4118.28,ETH
1546,2017-12-17,19102.66,19798.68,18510.0,18860.02,8980.73,ETH
1545,2017-12-18,18860.02,19300.0,17029.98,18856.25,10280.98,ETH
1544,2017-12-18 00:00:00,18860.04,19300.0,17029.98,18856.25,10624.633071,ETH
1543,2017-12-19 00:00:00,18856.25,18950.0,16300.0,17295.2,13210.74822,ETH
1542,2017-12-20 00:00:00,17295.2,17720.35,14777.66,16488.98,13450.496693000001,ETH
1541,2017-12-21 00:00:00,16480.52,17309.5,14022.0,15492.64,20324.2173,ETH
1540,2017-12-22 00:00:00,15514.03,15699.34,10961.0,13326.61,36076.271175,ETH
1539,2017-12-23 00:00:00,13326.61,14950.0,12978.18,13300.0,13141.538875,ETH
1538,2017-12-24 00:00:00,13300.0,13819.99,11640.0,13500.0,28557.534988,ETH
1537,2017-12-25 00:00:00,13500.0,14300.0,12708.0,13699.34,15748.207606999998,ETH
1536,2017-12-26 00:00:00,13699.34,16050.0,13533.0,15689.01,15034.668103999998,ETH
1535,2017-12-27 00:00:00,15709.98,16498.05,14200.15,15459.99,14959.864722999999,ETH
1534,2017-12-28 00:00:00,15459.97,15539.99,13150.0,14182.11,21717.858013999998,ETH
1533,2017-12-29 00:00:00,14199.14,14981.0,13850.0,14378.9,18072.008116,ETH
1532,2017-12-30 00:00:00,14378.99,14398.85,11750.0,12440.01,19221.158038999998,ETH
1531,2017-12-31 00:00:00,12345.1,14050.11,12149.98,13716.36,11768.989718,ETH
1530,2018-01-01 00:00:00,13715.65,13818.55,12750.0,13380.0,8609.915844,ETH
1529,2018-01-02 00:00:00,13382.16,15473.49,12890.02,14675.11,20078.092111,ETH
1528,2018-01-03 00:00:00,14690.0,15307.56,14150.0,14919.51,15905.667639,ETH
1527,2018-01-04 00:00:00,14919.51,15280.0,13918.04,15059.54,21329.649574000003,ETH
1526,2018-01-05 00:00:00,15059.56,17176.24,14600.0,16960.39,23251.491125,ETH
1525,2018-01-06 00:00:00,16960.39,17143.13,16011.21,17069.79,18571.457508,ETH
1524,2018-01-07 00:00:00,17069.79,17099.96,15610.0,16150.03,12493.125558,ETH
1523,2018-01-08 00:00:00,16218.85,16322.3,12812.0,14902.54,26600.609912,ETH
1522,2018-01-09 00:00:00,14902.54,15500.0,14011.05,14400.0,14315.004253000001,ETH
1521,2018-01-10 00:00:00,14401.0,14955.66,13131.31,14907.09,17411.001655,ETH
1520,2018-01-11 00:00:00,14940.0,14968.68,11400.0,13238.78,33554.723751,ETH
1519,2018-01-12 00:00:00,13238.76,14109.78,12500.0,13740.01,16417.162137,ETH
1518,2018-01-13 00:00:00,13749.95,14580.0,13706.15,14210.0,12221.508528,ETH
1517,2018-01-14 00:00:00,14210.0,14339.5,12569.2,13474.99,17017.894329,ETH
1516,2018-01-15 00:00:00,13477.98,14249.99,13147.79,13539.93,14652.094705000001,ETH
1515,2018-01-16 00:00:00,13500.0,13542.93,9035.0,10900.0,63401.169175,ETH
1514,2018-01-17 00:00:00,10899.99,11680.99,9037.94,10988.79,72331.796646,ETH
1513,2018-01-18 00:00:00,10972.59,11878.82,10435.33,10961.97,48464.434937,ETH
1512,2018-01-19 00:00:00,10960.0,11795.0,10360.0,11474.98,34129.375421,ETH
1511,2018-01-20 00:00:00,11474.98,13099.0,11412.45,12799.94,28768.857827,ETH
1510,2018-01-21 00:00:00,12799.8,12799.8,10965.0,11530.0,41379.773426,ETH
1509,2018-01-22 00:00:00,11530.0,11926.35,9900.24,10760.05,43752.606791000006,ETH
1508,2018-01-23 00:00:00,10760.05,11399.0,9905.0,10799.18,37473.922551999996,ETH
1507,2018-01-24 00:00:00,10799.14,11570.48,10500.0,11349.99,27158.587762,ETH
1506,2018-01-25 00:00:00,11349.96,11794.05,10950.21,11175.27,20839.954183,ETH
1505,2018-01-26 00:00:00,11184.7,11643.0,10311.15,11089.0,33056.871960000004,ETH
1504,2018-01-27 00:00:00,11089.0,11650.0,10842.69,11491.0,18860.768345,ETH
1503,2018-01-28 00:00:00,11499.98,12244.0,11408.0,11879.95,16887.339524000003,ETH
1502,2018-01-29 00:00:00,11879.95,11975.02,11139.55,11251.0,14170.377537999999,ETH
1501,2018-01-30 00:00:00,11250.11,11308.42,9900.0,10237.51,25554.372946,ETH
1500,2018-01-31 00:00:00,10230.0,10425.85,9700.0,10285.1,18015.956805,ETH
1499,2018-02-01 00:00:00,10285.1,10335.0,8750.99,9224.52,33564.764311,ETH
1498,2018-02-02 00:00:00,9224.52,9250.0,8010.02,8873.03,49971.626975,ETH
1497,2018-02-03 00:00:00,8873.03,9473.01,8229.0,9199.96,28725.000735,ETH
1496,2018-02-04 00:00:00,9199.96,9368.0,7930.0,8184.81,32014.308449,ETH
1495,2018-02-05 00:00:00,8179.99,8382.8,6625.0,6939.99,63403.18257899999,ETH
1494,2018-02-06 00:00:00,6939.63,7878.0,6000.01,7652.14,100201.50030700001,ETH
1493,2018-02-07 00:00:00,7655.02,8476.0,7150.01,7599.0,60778.460497,ETH
1492,2018-02-08 00:00:00,7599.0,7844.0,7572.09,7784.02,1521.537318,ETH
1491,2018-02-09 00:00:00,7789.9,8738.0,7789.9,8683.92,20482.910825,ETH
1490,2018-02-10 00:00:00,8683.93,9065.78,8120.0,8533.98,49381.512653,ETH
1489,2018-02-11 00:00:00,8533.99,8549.0,7726.53,8063.88,45025.187952,ETH
1488,2018-02-12 00:00:00,8063.82,8989.0,8053.0,8903.0,41987.85049,ETH
1487,2018-02-13 00:00:00,8903.0,8950.0,8351.0,8539.9,35454.972956,ETH
1486,2018-02-14 00:00:00,8535.17,9489.6,8533.0,9449.99,40811.952867,ETH
1485,2018-02-15 00:00:00,9449.98,10219.5,9301.5,10000.09,52427.596715,ETH
1484,2018-02-16 00:00:00,10000.89,10323.37,9666.0,10159.98,38161.205974000004,ETH
1483,2018-02-17 00:00:00,10156.07,11075.07,10050.0,11039.55,41882.108407,ETH
1482,2018-02-18 00:00:00,11039.55,11274.0,10080.0,10383.43,61137.380728,ETH
1481,2018-02-19 00:00:00,10375.01,11250.0,10270.33,11153.0,40831.417131,ETH
1480,2018-02-20 00:00:00,11147.11,11786.01,11100.59,11200.99,48153.354288,ETH
1479,2018-02-21 00:00:00,11195.07,11304.03,10200.0,10437.6,68113.81875399999,ETH
1478,2018-02-22 00:00:00,10439.02,10933.44,9679.0,9811.04,67060.16648300001,ETH
1477,2018-02-23 00:00:00,9815.55,10435.0,9570.19,10131.04,57202.702370000006,ETH
1476,2018-02-24 00:00:00,10131.04,10496.97,9352.0,9694.51,40888.156299,ETH
1475,2018-02-25 00:00:00,9694.51,9847.0,9274.8,9590.0,28373.517586,ETH
1474,2018-02-26 00:00:00,9590.0,10444.32,9350.0,10324.0,34878.292756,ETH
1473,2018-02-27 00:00:00,10321.0,10870.0,10121.0,10569.04,30705.385123000004,ETH
1472,2018-02-28 00:00:00,10584.33,11098.0,10300.0,10326.76,30800.983782,ETH
1471,2018-03-01 00:00:00,10325.64,11060.41,10240.0,10920.0,25092.553930000002,ETH
1470,2018-03-02 00:00:00,10923.36,11200.0,10770.0,11039.0,23910.71009,ETH
1469,2018-03-03 00:00:00,11038.99,11544.0,11015.01,11464.48,21287.153280000002,ETH
1468,2018-03-04 00:00:00,11464.47,11565.0,11050.02,11515.0,17295.918653,ETH
1467,2018-03-05 00:00:00,11515.0,11710.0,11415.01,11454.0,15144.231063,ETH
1466,2018-03-06 00:00:00,11455.0,11455.0,10555.48,10716.48,29515.572363,ETH
1465,2018-03-07 00:00:00,10716.48,10899.0,9389.31,9910.0,50647.67108,ETH
1464,2018-03-08 00:00:00,9910.0,10099.0,9060.0,9271.64,41109.473226,ETH
1463,2018-03-09 00:00:00,9267.07,9410.0,8329.0,9227.0,64112.291407000004,ETH
1462,2018-03-10 00:00:00,9230.0,9490.0,8667.07,8770.22,37180.012857,ETH
1461,2018-03-11 00:00:00,8770.22,9740.0,8450.0,9533.57,44325.973386,ETH
1460,2018-03-12 00:00:00,9533.57,9888.88,8780.0,9131.34,42230.777930000004,ETH
1459,2018-03-13 00:00:00,9131.34,9474.0,8823.0,9150.0,40191.409358,ETH
1458,2018-03-14 00:00:00,9151.92,9333.78,7900.28,8170.0,49708.094108,ETH
1457,2018-03-15 00:00:00,8184.01,8430.0,7650.0,8240.98,52291.022277,ETH
1456,2018-03-16 00:00:00,8240.98,8611.64,7900.0,8260.0,38815.409893000004,ETH
1455,2018-03-17 00:00:00,8260.0,8348.62,7721.99,7824.8,33110.206329,ETH
1454,2018-03-18 00:00:00,7824.01,8317.4,7322.0,8189.99,59488.231711,ETH
1453,2018-03-19 00:00:00,8189.0,8705.23,8088.4,8600.0,55297.084941999994,ETH
1452,2018-03-20 00:00:00,8595.01,9050.0,8280.0,8909.98,44865.105835,ETH
1451,2018-03-21 00:00:00,8909.96,9177.01,8750.6,8885.0,39972.405371,ETH
1450,2018-03-22 00:00:00,8884.82,9100.0,8465.1,8722.9,40617.556808999994,ETH
1449,2018-03-23 00:00:00,8720.0,8909.0,8269.0,8898.03,39991.007666000005,ETH
1448,2018-03-24 00:00:00,8898.04,8999.95,8491.0,8546.86,35466.609572,ETH
1447,2018-03-25 00:00:00,8531.25,8669.85,8365.77,8470.15,29001.769316,ETH
1446,2018-03-26 00:00:00,8470.14,8514.89,7831.0,8134.23,44033.59566,ETH
1445,2018-03-27 00:00:00,8134.22,8215.94,7730.0,7795.51,37427.64805,ETH
1444,2018-03-28 00:00:00,7795.51,8109.0,7728.0,7949.3,26401.33167,ETH
1443,2018-03-29 00:00:00,7949.3,7975.0,6941.11,7090.14,54620.915125,ETH
1442,2018-03-30 00:00:00,7090.16,7292.43,6600.1,6840.23,65306.031976,ETH
1441,2018-03-31 00:00:00,6840.24,7223.36,6777.0,6923.91,36868.539087,ETH
1440,2018-04-01 00:00:00,6922.0,7049.98,6430.0,6813.01,44071.430463,ETH
1439,2018-04-02 00:00:00,6813.01,7125.0,6765.0,7056.0,32123.560072000004,ETH
1438,2018-04-03 00:00:00,7063.97,7520.0,7011.01,7405.21,37787.331811000004,ETH
1437,2018-04-04 00:00:00,7405.21,7427.52,6707.0,6796.1,42227.183804,ETH
1436,2018-04-05 00:00:00,6796.1,6902.0,6566.69,6770.76,39029.73146,ETH
1435,2018-04-06 00:00:00,6770.0,6850.0,6500.0,6601.39,27455.011919999997,ETH
1434,2018-04-07 00:00:00,6601.39,7070.0,6586.28,6895.8,32269.578267,ETH
1433,2018-04-08 00:00:00,6895.81,7109.13,6880.0,7018.0,21427.673165,ETH
1432,2018-04-09 00:00:00,7011.04,7185.0,6611.0,6782.72,34078.297206,ETH
1431,2018-04-10 00:00:00,6781.55,6890.0,6656.0,6843.9,22326.728095,ETH
1430,2018-04-11 00:00:00,6839.56,6990.0,6787.0,6953.79,23997.871177,ETH
1429,2018-04-12 00:00:00,6953.78,8012.23,6743.2,7923.0,64861.595987,ETH
1428,2018-04-13 00:00:00,7922.99,8233.39,7732.0,7877.41,55044.523148,ETH
1427,2018-04-14 00:00:00,7877.48,8186.0,7810.0,7999.01,31621.286357,ETH
1426,2018-04-15 00:00:00,8004.0,8429.54,7999.02,8355.0,27946.720444,ETH
1425,2018-04-16 00:00:00,8355.07,8419.0,7867.0,8064.92,36664.069715,ETH
1424,2018-04-17 00:00:00,8064.92,8173.7,7825.4,7885.02,32152.603567000002,ETH
1423,2018-04-18 00:00:00,7890.96,8236.43,7868.0,8173.0,26969.04457,ETH
1422,2018-04-19 00:00:00,8173.99,8296.0,8080.0,8278.0,27113.847464,ETH
1421,2018-04-20 00:00:00,8273.84,8930.0,8177.09,8856.98,39795.337485000004,ETH
1420,2018-04-21 00:00:00,8852.12,9035.0,8565.0,8915.31,40872.229908999994,ETH
1419,2018-04-22 00:00:00,8915.31,9020.67,8727.68,8787.02,29458.25348,ETH
1418,2018-04-23 00:00:00,8785.7,8985.0,8745.0,8934.01,25838.114709,ETH
1417,2018-04-24 00:00:00,8934.0,9731.01,8922.0,9619.99,46268.790106,ETH
1416,2018-04-25 00:00:00,9618.96,9759.82,8730.0,8869.99,81110.037589,ETH
1415,2018-04-26 00:00:00,8869.99,9307.48,8651.62,9266.0,43300.304245,ETH
1414,2018-04-27 00:00:00,9267.03,9395.0,8889.0,8915.35,37241.347036,ETH
1413,2018-04-28 00:00:00,8915.35,9427.48,8870.0,9348.0,34759.62842,ETH
1412,2018-04-29 00:00:00,9348.0,9570.51,9163.74,9419.0,38149.850035,ETH
1411,2018-04-30 00:00:00,9417.04,9458.64,9124.99,9246.01,35002.033875,ETH
1410,2018-05-01 00:00:00,9246.01,9248.99,8800.49,9071.48,41018.463633,ETH
1409,2018-05-02 00:00:00,9071.48,9268.0,8970.2,9247.84,26123.543961000003,ETH
1408,2018-05-03 00:00:00,9247.81,9844.0,9168.4,9750.0,38768.388288,ETH
1407,2018-05-04 00:00:00,9750.0,9830.04,9520.85,9713.99,28681.588879000003,ETH
1406,2018-05-05 00:00:00,9714.0,10020.0,9682.0,9864.0,24990.018345,ETH
1405,2018-05-06 00:00:00,9863.99,9970.0,9417.03,9659.01,27690.351559,ETH
1404,2018-05-07 00:00:00,9661.02,9689.67,9181.0,9365.0,33787.640012,ETH
1403,2018-05-08 00:00:00,9365.0,9475.7,9060.54,9187.56,25533.831888999997,ETH
1402,2018-05-09 00:00:00,9178.0,9390.0,8965.0,9310.0,25673.524899,ETH
1401,2018-05-10 00:00:00,9310.0,9395.12,8970.0,9002.2,25055.063718,ETH
1400,2018-05-11 00:00:00,9002.21,9016.8,8341.0,8400.0,48227.048061,ETH
1399,2018-05-12 00:00:00,8405.94,8646.88,8153.0,8465.94,40241.320810000005,ETH
1398,2018-05-13 00:00:00,8475.44,8763.36,8298.0,8679.71,25632.869362,ETH
1397,2018-05-14 00:00:00,8679.71,8879.99,8277.0,8663.34,37389.666532999996,ETH
1396,2018-05-15 00:00:00,8663.37,8859.99,8401.3,8462.0,28126.956136,ETH
1395,2018-05-16 00:00:00,8462.0,8488.0,8083.01,8330.0,31130.718908,ETH
1394,2018-05-17 00:00:00,8330.0,8464.0,7979.0,8041.46,25439.844799000002,ETH
1393,2018-05-18 00:00:00,8038.82,8273.21,7911.9,8239.81,23476.158251,ETH
1392,2018-05-19 00:00:00,8238.01,8390.8,8095.73,8233.49,17193.424275999998,ETH
1391,2018-05-20 00:00:00,8233.49,8609.0,8163.9,8526.98,19957.057109,ETH
1390,2018-05-21 00:00:00,8526.97,8595.31,8305.0,8381.24,21516.596486000002,ETH
1389,2018-05-22 00:00:00,8386.89,8400.18,7935.11,7977.11,23710.902858,ETH
1388,2018-05-23 00:00:00,7977.12,8031.9,7425.0,7501.95,42910.666774,ETH
1387,2018-05-24 00:00:00,7501.95,7730.73,7266.99,7575.01,37845.446595,ETH
1386,2018-05-25 00:00:00,7578.99,7649.55,7308.15,7457.0,26739.95664,ETH
1385,2018-05-26 00:00:00,7456.99,7620.0,7300.0,7333.96,19464.086071,ETH
1384,2018-05-27 00:00:00,7334.0,7400.0,7231.11,7338.99,18706.945515,ETH
1383,2018-05-28 00:00:00,7338.99,7437.0,7058.02,7099.0,27219.438963,ETH
1382,2018-05-29 00:00:00,7099.0,7540.0,7032.95,7461.29,39407.21183,ETH
1381,2018-05-30 00:00:00,7467.98,7569.0,7260.5,7375.96,32041.583623000002,ETH
1380,2018-05-31 00:00:00,7382.07,7699.0,7327.51,7485.01,30776.063101999996,ETH
1379,2018-06-01 00:00:00,7485.01,7608.55,7355.54,7521.01,28259.124077999997,ETH
1378,2018-06-02 00:00:00,7521.01,7697.33,7437.0,7640.03,26720.690219,ETH
1377,2018-06-03 00:00:00,7636.81,7786.69,7600.0,7714.26,27505.158950999998,ETH
1376,2018-06-04 00:00:00,7714.26,7760.52,7446.5,7487.0,32258.835114999998,ETH
1375,2018-06-05 00:00:00,7487.0,7679.49,7358.0,7625.0,31722.973383999997,ETH
1374,2018-06-06 00:00:00,7626.64,7699.0,7467.05,7658.84,27229.991898,ETH
1373,2018-06-07 00:00:00,7658.79,7765.0,7620.0,7691.08,25062.227202000002,ETH
1372,2018-06-08 00:00:00,7691.08,7703.5,7531.0,7603.44,23396.804671,ETH
1371,2018-06-09 00:00:00,7603.44,7683.98,7450.0,7491.73,19339.885176,ETH
1370,2018-06-10 00:00:00,7491.73,7491.73,6622.81,6764.99,52342.020032,ETH
1369,2018-06-11 00:00:00,6765.0,6922.0,6610.0,6872.0,34552.162303,ETH
1368,2018-06-12 00:00:00,6872.0,6890.51,6435.0,6530.0,36722.211191,ETH
1367,2018-06-13 00:00:00,6530.0,6627.6,6118.68,6292.78,46185.5181,ETH
1366,2018-06-14 00:00:00,6292.78,6720.0,6260.0,6635.98,44478.130837,ETH
1365,2018-06-15 00:00:00,6638.67,6666.66,6362.31,6388.9,30018.329905000002,ETH
1364,2018-06-16 00:00:00,6380.01,6560.0,6320.86,6483.98,22277.241147,ETH
1363,2018-06-17 00:00:00,6482.5,6589.03,6422.0,6449.61,19847.247688,ETH
1362,2018-06-18 00:00:00,6444.06,6794.38,6380.0,6712.46,31821.434995,ETH
1361,2018-06-19 00:00:00,6711.39,6841.74,6653.0,6741.21,24311.421143,ETH
1360,2018-06-20 00:00:00,6740.0,6817.23,6551.81,6761.51,26359.752452,ETH
1359,2018-06-21 00:00:00,6763.21,6795.0,6672.57,6718.84,25428.854047999997,ETH
1358,2018-06-22 00:00:00,6717.69,6733.97,5918.94,6045.0,52157.370833,ETH
1357,2018-06-23 00:00:00,6045.92,6260.0,6008.48,6149.98,26622.788589,ETH
1356,2018-06-24 00:00:00,6149.98,6259.8,5750.0,6136.97,47445.998955,ETH
1355,2018-06-25 00:00:00,6137.95,6350.0,6061.97,6252.0,39164.515306,ETH
1354,2018-06-26 00:00:00,6252.0,6272.54,6035.0,6070.78,19377.240484,ETH
1353,2018-06-27 00:00:00,6065.89,6190.43,5971.0,6133.73,19225.671098,ETH
1352,2018-06-28 00:00:00,6134.73,6173.01,5827.0,5853.98,30585.266025999998,ETH
1351,2018-06-29 00:00:00,5851.01,6300.0,5780.0,6197.92,33911.287277999996,ETH
1350,2018-06-30 00:00:00,6197.92,6528.99,6186.03,6390.07,37919.612839999994,ETH
1349,2018-07-01 00:00:00,6391.08,6441.06,6251.0,6356.81,27562.965974000002,ETH
1348,2018-07-02 00:00:00,6360.82,6685.0,6271.62,6615.29,36230.452264,ETH
1347,2018-07-03 00:00:00,6615.29,6679.35,6463.01,6513.86,38657.781691000004,ETH
1346,2018-07-04 00:00:00,6511.01,6784.92,6441.11,6586.98,23571.892777,ETH
1345,2018-07-05 00:00:00,6585.53,6712.0,6453.33,6529.2,35071.972898,ETH
1344,2018-07-06 00:00:00,6529.2,6648.54,6425.0,6609.78,29397.094748000003,ETH
1343,2018-07-07 00:00:00,6609.79,6818.16,6508.88,6756.98,23973.876886000002,ETH
1342,2018-07-08 00:00:00,6753.48,6780.0,6667.44,6712.1,24622.947794,ETH
1341,2018-07-09 00:00:00,6712.1,6802.06,6612.24,6662.12,26732.40655,ETH
1340,2018-07-10 00:00:00,6662.78,6681.0,6263.0,6296.91,38560.672701999996,ETH
1339,2018-07-11 00:00:00,6296.91,6406.0,6278.99,6378.07,28715.498487,ETH
1338,2018-07-12 00:00:00,6378.07,6380.28,6070.0,6250.57,31306.663348000002,ETH
1337,2018-07-13 00:00:00,6251.4,6350.0,6110.0,6214.57,26375.325286000003,ETH
1336,2018-07-14 00:00:00,6214.57,6335.0,6178.0,6251.99,17783.071999,ETH
1335,2018-07-15 00:00:00,6250.9,6395.0,6225.4,6353.01,22979.211508,ETH
1334,2018-07-16 00:00:00,6354.15,6747.3,6330.4,6723.35,36204.87708,ETH
1333,2018-07-17 00:00:00,6723.33,7468.99,6652.04,7317.44,52105.423459,ETH
1332,2018-07-18 00:00:00,7317.44,7588.08,7225.38,7381.9,59487.64345,ETH
1331,2018-07-19 00:00:00,7381.88,7576.28,7270.0,7466.21,41218.256437000004,ETH
1330,2018-07-20 00:00:00,7468.86,7700.0,7273.0,7337.53,46140.313447,ETH
1329,2018-07-21 00:00:00,7337.47,7458.47,7211.0,7398.78,28886.490291000002,ETH
1328,2018-07-22 00:00:00,7399.25,7582.4,7335.5,7394.79,30270.218439999997,ETH
1327,2018-07-23 00:00:00,7394.78,7833.0,7375.0,7721.01,41646.346671,ETH
1326,2018-07-24 00:00:00,7721.65,8486.0,7696.0,8397.24,60121.163749,ETH
1325,2018-07-25 00:00:00,8397.24,8491.77,8050.0,8175.64,48257.649124,ETH
1324,2018-07-26 00:00:00,8175.63,8315.69,7850.06,7920.0,43223.481682,ETH
1323,2018-07-27 00:00:00,7920.0,8285.0,7805.0,8188.57,43671.005891,ETH
1322,2018-07-28 00:00:00,8188.57,8246.54,8067.0,8225.04,26215.173839,ETH
1321,2018-07-29 00:00:00,8225.04,8294.51,8115.0,8211.0,25531.226185,ETH
1320,2018-07-30 00:00:00,8210.99,8273.0,7866.0,8173.92,39692.416542,ETH
1319,2018-07-31 00:00:00,8171.4,8180.0,7633.0,7730.93,48296.915587,ETH
1318,2018-08-01 00:00:00,7735.67,7750.0,7430.0,7604.58,42582.312932,ETH
1317,2018-08-02 00:00:00,7600.08,7709.46,7455.72,7525.71,37665.696683999995,ETH
1316,2018-08-03 00:00:00,7525.71,7540.0,7282.44,7418.78,44669.486047000006,ETH
1315,2018-08-04 00:00:00,7412.27,7494.81,6926.0,7009.84,36288.42601,ETH
1314,2018-08-05 00:00:00,7009.84,7089.87,6882.29,7024.19,32894.849782,ETH
1313,2018-08-06 00:00:00,7024.19,7160.0,6821.0,6934.82,32760.191643000002,ETH
1312,2018-08-07 00:00:00,6935.0,7150.46,6670.0,6720.06,45438.473501,ETH
1311,2018-08-08 00:00:00,6720.63,6721.54,6123.0,6285.0,59550.536319000006,ETH
1310,2018-08-09 00:00:00,6283.27,6622.81,6178.6,6529.79,51941.185111,ETH
1309,2018-08-10 00:00:00,6529.79,6575.88,6026.39,6144.01,59034.974901999994,ETH
1308,2018-08-11 00:00:00,6148.13,6488.0,5971.0,6232.35,47133.418555000004,ETH
1307,2018-08-12 00:00:00,6222.55,6472.3,6130.0,6308.33,38567.770712,ETH
1306,2018-08-13 00:00:00,6308.56,6545.0,6145.04,6246.35,53895.828783000004,ETH
1305,2018-08-14 00:00:00,6248.25,6250.33,5880.0,6188.08,50186.745091000004,ETH
1304,2018-08-15 00:00:00,6188.08,6609.0,6172.11,6267.16,68806.687026,ETH
1303,2018-08-16 00:00:00,6265.27,6480.0,6205.6,6311.75,48515.254618,ETH
1302,2018-08-17 00:00:00,6316.0,6585.0,6285.4,6584.49,57851.610802999996,ETH
1301,2018-08-18 00:00:00,6579.04,6620.0,6288.0,6387.96,53742.322172,ETH
1300,2018-08-19 00:00:00,6387.96,6541.0,6300.0,6477.53,45190.847994,ETH
1299,2018-08-20 00:00:00,6477.53,6530.0,6220.0,6254.84,49435.55526,ETH
1298,2018-08-21 00:00:00,6251.0,6500.0,6235.08,6480.0,41569.947408,ETH
1297,2018-08-22 00:00:00,6479.98,6882.54,6251.2,6360.89,77909.391359,ETH
1296,2018-08-23 00:00:00,6362.57,6576.99,6342.28,6525.01,40358.166825,ETH
1295,2018-08-24 00:00:00,6525.0,6725.0,6440.5,6681.64,38305.675322,ETH
1294,2018-08-25 00:00:00,6686.98,6789.0,6650.61,6733.64,19220.505929,ETH
1293,2018-08-26 00:00:00,6733.64,6775.27,6568.0,6700.0,20107.297208,ETH
1292,2018-08-27 00:00:00,6700.0,6940.51,6646.5,6908.64,37747.078747,ETH
1291,2018-08-28 00:00:00,6907.26,7135.0,6860.0,7076.11,48352.917163,ETH
1290,2018-08-29 00:00:00,7077.0,7133.81,6912.34,7031.22,43252.487392,ETH
1289,2018-08-30 00:00:00,7033.21,7063.63,6784.81,6984.84,44716.77462,ETH
1288,2018-08-31 00:00:00,6984.84,7089.0,6888.0,7011.21,40467.400638,ETH
1287,2018-09-01 00:00:00,7011.21,7275.0,7008.74,7200.01,40323.414093,ETH
1286,2018-09-02 00:00:00,7201.57,7345.45,7127.0,7302.01,39814.840352,ETH
1285,2018-09-03 00:00:00,7302.0,7338.28,7191.63,7263.02,32396.018371,ETH
