date,funding_rate,predicted_funding_rate,open_interest,last_price,index_price,mark_price,amount_buy,amount_sell,symbol,open,high,low,close,volume,turnover
1642136700,0.0001,-3.75988455988456E-05,883313537.779221,42677.3997113997,42702.6605050505,42704.3234920635,393298,1591964,BTCUSD,42680.5,42680.5,42662.5,42680.5,2119677,49.67413974
1642137000,0.0001,-3.88705882352941E-05,883873068.487582,42682.5895424837,42722.8585490196,42724.2549281046,2497594,88943,BTCUSD,42680.5,42722.5,42680,42722,3199169,74.91787664
1642137300,0.0001,-4.71474530831099E-05,885963728.678284,42723.0455764075,42770.8754289544,42772.1853619303,1770014,85462,BTCUSD,42722,42783,42722,42782.5,1577394,36.90398381
1642137600,0.0001,-5.53920386007238E-05,886221108.27503,42771.6743063932,42815.9302171291,42817.2694813028,1465989,1039816,BTCUSD,42782.5,42809.5,42763,42763,1661276,38.8281786
1642137900,0.0001,-5.95244072524407E-05,885992296.694561,42776.3417015342,42813.759972106,42815.020237099,394542,288252,BTCUSD,42763,42823,42763,42783,2186063,51.0732257
1642138200,0.0001,-6.15782792665726E-05,885498618.081805,42788.1727785614,42814.3708039492,42815.8599435825,790938,1782951,BTCUSD,42783,42783,42750,42750.5,1316146,30.77837022
1642138500,0.0001,-6.07602230483271E-05,885609136.1171,42750.342936803,42774.0654460967,42775.2588847584,750869,249962,BTCUSD,42750.5,42810,42750,42809.5,1263893,29.55124986
1642138800,0.0001,-6.15277337559429E-05,886018562.267829,42804.3795562599,42833.5319017433,42834.7533755943,886819,178726,BTCUSD,42809.5,42810,42773,42773.5,864364,20.19904357
1642139100,0.0001,-6.13646888567294E-05,885641802.816208,42784.2850940666,42810.1358321274,42811.261577424,264586,625505,BTCUSD,42773.5,42804.5,42770.5,42799.5,420547,9.82883249
1642139400,0.0001,-6.26929577464789E-05,885687420.007042,42802.6471830986,42836.5302112676,42837.6318873239,414940,97125,BTCUSD,42799.5,42880,42799.5,42841.5,2825939,65.95585329
1642139700,0.0001,-6.52318181818182E-05,886056795.292046,42838.3204545455,42871.9772386364,42873.09625,2272503,546078,BTCUSD,42841.5,42880.5,42830,42880,993281,23.18043637
1642140000,0.0001,-6.86120906801008E-05,886533660.608312,42861.5976070529,42903.2740554156,42904.3738790932,1360020,660631,BTCUSD,42880,42880.5,42834,42834.5,2203133,51.40769551
1642140300,0.0001,-7.2422150882825E-05,886869050.35313,42841.183788122,42869.9619422151,42871.1962760835,334282,1079510,BTCUSD,42834.5,42840,42816.5,42816.5,1247623,29.13475216
1642140600,0.0001,-7.12876033057851E-05,887294883.335537,42812.6578512397,42835.934231405,42836.8567933884,342971,1125046,BTCUSD,42816.5,42846,42805,42846,1366231,31.90949263
1642140900,0.0001,-7.19753979739508E-05,887903757.688857,42845.4536903039,42879.9179305355,42880.6322286541,740927,32229,BTCUSD,42846,42939,42845.5,42909.5,3896426,90.80883505
1642141200,0.0001,-7.60778761061947E-05,886517739.874336,42908.9513274336,42947.5947345133,42948.2844867257,3474671,2051211,BTCUSD,42909.5,42940,42861.5,42868,2389140,55.67592261
1642141500,0.0001,-7.99901380670612E-05,886756497.890532,42870.6868836292,42906.6949211045,42907.6477120316,573148,666988,BTCUSD,42868,42890,42850.5,42889.5,971109,22.65165692
1642141800,0.0001,-8.32088772845953E-05,887383655.600522,42889.1690600522,42933.5499086162,42934.2503002611,1303309,209835,BTCUSD,42889.5,42918,42883.5,42886.5,3040094,70.86698196
1642142100,0.0001,-8.78E-05,888137464.634615,42873.7846153846,42910.5667179487,42911.6286153846,1091780,2133199,BTCUSD,42886.5,42886.5,42822,42822.5,2182768,50.95206453
1642142400,0.0001,-9.0126022913257E-05,887755219.327332,42822.2896890344,42856.9853682488,42857.7317839607,848089,104061,BTCUSD,42822.5,42849,42822,42828,1571183,36.67975824
1642142700,0.0001,-9.1206106870229E-05,887907527.993893,42830.3435114504,42856.7329923664,42857.4217099237,1316880,699450,BTCUSD,42828,42828.5,42808,42828.5,832467,19.44338237
1642143000,0.0001,-9.12396694214876E-05,887810398.894215,42817.0909090909,42841.501107438,42842.2328264463,268567,835016,BTCUSD,42828.5,42828.5,42780.5,42788,1630774,38.10605415
1642143300,0.0001,-9.06803652968037E-05,888352010.194825,42793.3805175038,42828.4924048706,42828.9337595129,516248,607148,BTCUSD,42788,42815,42788,42815,575108,13.43632479
1642143600,0.0001,-9.35434131736527E-05,888047804.315868,42802.1362275449,42830.4144311377,42831.1420359281,198787,608221,BTCUSD,42815,42815,42786,42786.5,840421,19.64032246
1642143900,0.0001,-9.43438735177866E-05,888016956.041502,42799.557312253,42838.9745652174,42839.1902371542,757383,94143,BTCUSD,42786.5,42850,42786.5,42850,946752,22.10732497
1642144200,0.0001,-9.88597122302158E-05,888104514.672662,42846.6070143885,42893.7133453237,42894.1412589928,495970,64477,BTCUSD,42850,42850,42817,42817,997409,23.28102123
1642144500,0.0001,-0.000103208538588,887839758.63711,42831.0591133005,42864.7537931034,42865.2806239737,565796,970410,BTCUSD,42817,42834.5,42808,42834,1517597,35.43759907
1642144800,0.0001,-0.000104987410072,887942368.082734,42834.2967625899,42865.3243345324,42865.7156294964,707054,75314,BTCUSD,42834,42849,42834,42849,303719,7.08990325
1642145100,0.0001,-0.000105825263158,888306831.802105,42844.5852631579,42878.7035789474,42879.1096,416110,49038,BTCUSD,42849,42855,42840,42840.5,420924,9.82361006
1642145400,0.0001,-0.000106118043845,888507893.246206,42839.2731871838,42869.0163575042,42869.4515682968,127417,314088,BTCUSD,42840.5,42853,42775,42775,1210231,28.27783251
1642145700,0.0001,-0.00010611875,888293065.815,42766.11875,42787.1533625,42787.7147,594246,2342490,BTCUSD,42775,42775.5,42696,42701.5,5184807,121.3692911
1642146000,0.0001,-0.000103997641509,887680572.399764,42703.008254717,42715.2065683962,42715.5554363208,1265370,3280345,BTCUSD,42701.5,42701.5,42651,42662.5,3767545,88.27086073
1642146300,0.0001,-0.000100762484775,888084673.449452,42667.1668696711,42680.1070401949,42680.2418514007,2468859,580034,BTCUSD,42662.5,42696,42662.5,42687,1957960,45.87482411
1642146600,0.0001,-9.73E-05,887633436.616129,42685.8411290323,42699.7704193548,42700.0041935484,1039189,608115,BTCUSD,42687,42687,42590.5,42630,3700263,86.80418481
1642146900,0.0001,-9.41472972972973E-05,885695420.048649,42635.8689189189,42652.527472973,42652.8187027027,576125,3289202,BTCUSD,42630,42638,42600,42632.5,1504195,35.29001099
1642147200,-1.48931068931069E-05,2.28381618381618E-05,884671341.607393,42605.8311688312,42618.9935164835,42617.2268531469,4531812,6781654,BTCUSD,42632.5,42664.5,42550,42559.5,12326065,289.37569397
1642147500,-9.2E-05,0.0001,884393605.61962,42543.545045045,42555.7228428428,42551.9967967968,2128920,3416339,BTCUSD,42559.5,42559.5,42465,42482,8397455,197.56182549
1642147800,-9.2E-05,0.0001,882073788.972514,42461.035974131,42477.5594179466,42473.8521503638,4740345,8299493,BTCUSD,42482,42496.5,42400,42450.5,12189229,287.11875208
1642148100,-9.2E-05,0.0001,884135278.648675,42453.6172718351,42473.5552404318,42469.9639646712,3009188,4315787,BTCUSD,42450.5,42470,42381,42442,5480656,129.20049676
1642148400,-9.2E-05,0.0001,884456256.267621,42448.6674008811,42476.1110352423,42472.2054405286,3685356,740830,BTCUSD,42442,42500,42441.5,42500,3038109,71.54207372
1642148700,-9.2E-05,9.9827485380117E-05,885343424.02193,42496.9108187135,42526.7932748538,42522.8781432749,1795259,202404,BTCUSD,42500,42510.5,42472,42472,2219788,52.22837423
1642149000,-9.2E-05,9.87994056463596E-05,885824590.735513,42464.1983655275,42478.6459881129,42475.2609509658,161708,1762660,BTCUSD,42472,42472.5,42381.5,42435,2836972,66.87852438
1642149300,-9.2E-05,9.61732484076433E-05,886366767.877707,42428.2261146497,42453.3822292994,42449.5594140127,2171779,580019,BTCUSD,42435,42465,42434.5,42464.5,1404496,33.08402456
1642149600,-9.2E-05,7.70233516483516E-05,887526020.625,42452.1373626374,42469.2011401099,42465.7817857143,1049580,1113566,BTCUSD,42464.5,42476.5,42427,42445,2817745,66.37279901
1642149900,-9.2E-05,9.19246913580247E-05,888384610.028395,42433.3567901235,42445.3130123457,42441.9830864198,1440810,3599909,BTCUSD,42445,42500,42399.5,42500,5282765,124.48115032
1642150200,-9.2E-05,0.0001,888959703.606695,42501.3737796374,42514.3328730823,42510.7382008368,3015238,655344,BTCUSD,42500,42535.5,42462,42482.5,3027226,71.22283846
1642150500,-9.2E-05,0.0001,889631763.366197,42480.8200312989,42496.0366979656,42492.4294209703,1121206,839583,BTCUSD,42482.5,42513,42480,42512.5,1995066,46.94830597
1642150800,-9.2E-05,0.0001,890410925.004286,42515.0364285714,42528.6694571429,42525.3561428571,1163936,1096268,BTCUSD,42512.5,42533,42479,42524.5,1911333,44.95735661
1642151100,-9.2E-05,9.92947368421053E-05,891098510.049624,42524.8285714286,42559.4070676692,42555.8096090226,2595209,188311,BTCUSD,42524.5,42610,42524,42601,5206799,122.32717479
1642151400,-9.2E-05,8.57084917617237E-05,890693897.657795,42585.7129277567,42614.0812674271,42610.7159569075,2984998,1603008,BTCUSD,42601,42601.5,42560,42578.5,2676068,62.84565973
1642151700,-9.2E-05,7.39658886894076E-05,889640368.226212,42583.3752244165,42610.9876660682,42607.7531956912,986088,696420,BTCUSD,42578.5,42601,42572,42572,1716760,40.31405005
1642152000,-9.2E-05,6.10379310344828E-05,889823753.35,42574.9405172414,42606.9782758621,42603.6283103448,655717,1608909,BTCUSD,42572,42576,42535,42545,1995610,46.8906304
1642152300,-9.2E-05,4.71681681681682E-05,890284382.276276,42537.2552552553,42562.8833183183,42559.8148948949,361871,1184387,BTCUSD,42545,42545,42485,42517,1517526,35.69721041
1642152600,-9.2E-05,4.67768240343348E-05,890092109.364807,42526.9191702432,42552.9624034335,42549.5027038627,1170519,575332,BTCUSD,42517,42596.5,42516.5,42588,2174317,51.07951236
1642152900,-9.2E-05,4.2358803986711E-05,890966021.792359,42593.511627907,42622.5200498339,42619.2801162791,1570163,316546,BTCUSD,42588,42630.5,42587.5,42630,1346599,31.60277202
1642153200,-9.2E-05,3.1524064171123E-05,891332193.598931,42620.2344028521,42650.8021568627,42647.5918538324,749954,160545,BTCUSD,42630,42630.5,42606,42606,1118743,26.24917621
1642153500,-9.2E-05,2.41752066115702E-05,890907468.163636,42603.7049586777,42629.6600661157,42626.6519834711,583568,1997429,BTCUSD,42606,42622.5,42567.5,42622.5,2429131,57.02798874
1642153800,-9.2E-05,1.70351617440225E-05,889182110.049226,42633.4106891702,42658.1931082982,42654.9557243319,2514672,1185867,BTCUSD,42622.5,42697,42590,42590.5,4506533,105.66071457
1642154100,-9.2E-05,2.12075163398693E-05,888726787.602941,42607.7794117647,42621.8526470588,42619.0653104575,706649,1230612,BTCUSD,42590.5,42590.5,42566,42566.5,1048663,24.62678001
1642154400,-9.2E-05,2.62380952380952E-05,888377297.005291,42572.7504409171,42585.0432451499,42582.2840740741,366874,1093328,BTCUSD,42566.5,42583,42542,42555,2116961,49.74418083
1642154700,-9.2E-05,3.28377896613191E-05,888123002.531194,42548.3092691622,42560.3972192513,42557.4666488413,465309,2754187,BTCUSD,42555,42589,42532,42589,3330898,78.27774359
1642155000,-9.2E-05,3.60092307692308E-05,888436537.183077,42568.6069230769,42592.9719692308,42589.9166923077,1690825,235943,BTCUSD,42589,42599.5,42582.5,42599.5,749067,17.58764828
1642155300,-9.2E-05,3.56316526610644E-05,888226262.415966,42548.0833333333,42558.1280812325,42555.8057282913,493527,2513988,BTCUSD,42599.5,42599.5,42452,42480.5,6039243,142.12005873
1642155600,-9.2E-05,4.58518518518518E-05,887540644.016461,42472.9684499314,42482.0637037037,42479.2626337449,1404044,2596340,BTCUSD,42480.5,42481,42440,42440.5,1586290,37.35995047
1642155900,-9.2E-05,5.50407911001236E-05,887571899.154512,42443.3343634116,42453.1811124846,42450.7552039555,790950,1503499,BTCUSD,42440.5,42457.5,42416,42429,2106169,49.63275422
1642156200,-9.2E-05,6.30060827250608E-05,888080807.644769,42429.501216545,42438.4726885645,42435.7723114355,1075208,969947,BTCUSD,42429,42460,42408.5,42460,1968396,46.39132843
1642156500,-9.2E-05,6.89346485819975E-05,888724110.388409,42465.1325524044,42478.3614180025,42475.6678668311,1163035,539031,BTCUSD,42460,42506,42459.5,42505.5,1767742,41.61088453
1642156800,-9.2E-05,7.40195258019526E-05,889206364.666667,42517.3382147838,42531.2724267782,42528.3522175732,1165178,475710,BTCUSD,42505.5,42560,42505.5,42514,1626475,38.23284832
1642157100,-9.2E-05,7.92409972299169E-05,888564253.242382,42515.2264542936,42523.9695844875,42521.8852631579,107009,1360443,BTCUSD,42514,42529.5,42428.5,42430,3127290,73.67132526
1642157400,-9.2E-05,8.56185567010309E-05,887728285.412371,42440.4351988218,42451.6274521355,42449.0784241532,652043,2218699,BTCUSD,42430,42460,41889.5,42120,73407621,1741.50890143
1642157700,-9.2E-05,9.0874784606548E-05,882112428.907525,42140.1283744974,42151.086840896,42149.3619873636,18064509,66070166,BTCUSD,42120,42145,41929,42090,26052080,619.29341226
1642158000,-9.2E-05,9.7147764095917E-05,880039227.89501,42065.2044718082,42070.7098055736,42068.5610304601,6207810,13212771,BTCUSD,42090,42090.5,42008,42041.5,8720073,207.49502694
1642158300,-9.2E-05,0.0001,880760754.988534,42017.7862407862,42011.6457411957,42009.3921457822,3380977,6660163,BTCUSD,42041.5,42055,41895,41977,16592982,395.49555237
1642158600,-9.2E-05,0.0001,878432143.889605,41945.606365834,41960.6408783239,41958.1963174859,9580105,11151979,BTCUSD,41977,42016.5,41941.5,41972,14326245,341.36696937
1642158900,-9.2E-05,0.0001,871031177.088462,41989.7701923077,42016.1159326923,42013.8683076923,5437222,2590738,BTCUSD,41972,42016.5,41913.5,41918,7459388,177.71771882
1642159200,-9.2E-05,0.0001,870887732.516379,41945.325862069,41964.2105086207,41962.1557758621,2069285,6662589,BTCUSD,41918,41973.5,41867.5,41885,7000632,167.07227047
1642159500,-9.2E-05,0.0001,871112981.841785,41912.8478701826,41930.7574036511,41928.4534787018,3281233,2269114,BTCUSD,41885,41968,41885,41904.5,7964456,189.94910271
1642159800,-9.2E-05,0.0001,876907000.943635,41919.46404276,41934.7044412051,41932.6842565598,4529775,4860884,BTCUSD,41904.5,41946,41866,41946,6767568,161.49575897
1642160100,-9.2E-05,0.0001,880957498.383047,41935.5209227468,41950.6280579399,41948.5326931331,2418822,2470113,BTCUSD,41946,41973,41874,41874,5938124,141.62263556
1642160400,-9.2E-05,0.0001,880185609.19544,41902.4196525516,41913.2293268187,41911.2355700326,1892096,4112115,BTCUSD,41874,41914,41855,41867,4504244,107.54469821
1642160700,-9.2E-05,0.0001,879776068.002083,41862.7104166667,41880.6941041667,41878.6793125,932717,5365703,BTCUSD,41867,41956,41808.5,41930,10422791,248.97126678
1642161000,-9.2E-05,0.0001,879883315.317347,41923.8229591837,41943.0583571429,41940.5945102041,6726099,754253,BTCUSD,41930,41996,41920,41981,3837010,91.42414842
1642161300,-9.2E-05,0.0001,880665112.061674,41992.5693832599,42014.544845815,42012.5105837004,2457682,930558,BTCUSD,41981,42025,41980.5,42010,2765065,65.82361509
1642161600,-9.2E-05,0.0001,881646252.290732,42012.4380487805,42037.2255317073,42035.2563609756,5028290,1930072,BTCUSD,42010,42051,41948.5,41948.5,8731522,207.8341333
1642161900,-9.2E-05,0.0001,883361943.305263,41961.4947368421,41991.1945789474,41989.5542421053,681292,4239818,BTCUSD,41948.5,41949,41870.5,41870.5,4724487,112.73188432
1642162200,-9.2E-05,0.0001,883835313.579533,41890.6774193548,41915.3205561735,41913.6024471635,1501884,2700430,BTCUSD,41870.5,41965.5,41666,41947,38837425,929.08511238
1642162500,-9.2E-05,0.0001,879536654.654545,41929.1435606061,41945.8371363636,41943.8195984849,17388094,28186687,BTCUSD,41947,42055,41947,42054.5,13468300,320.61424132
1642162800,-9.2E-05,0.0001,877287581.764262,42044.1375838926,42062.5623322148,42060.4263506711,7170099,1796463,BTCUSD,42054.5,42145,42032.5,42134.5,9217775,219.01705547
1642163100,-9.2E-05,0.0001,876351473.351006,42097.1128884826,42114.5768372943,42112.8780804388,5088336,4536319,BTCUSD,42134.5,42135,42016.5,42016.5,5600510,133.09115236
1642163400,-9.2E-05,0.0001,875796761.830709,42049.469488189,42069.3368602362,42067.5506889764,2330561,835572,BTCUSD,42016.5,42120.5,42013,42120.5,3000728,71.30329188
1642163700,-9.2E-05,0.0001,875713752.860537,42115.6544421488,42136.9255061984,42135.2650206612,1759921,766039,BTCUSD,42120.5,42136,42107.5,42136,2317067,55.0006361
1642164000,-9.2E-05,0.0001,874465235.090349,42111.7207392197,42135.0797125257,42133.835349076,2527246,1884128,BTCUSD,42136,42136,42070,42100,4422251,105.03998435
1642164300,-9.2E-05,0.0001,872609351.078431,42106.7156862745,42128.6846712803,42126.9478662053,1327763,830385,BTCUSD,42100,42184.5,42099.5,42184,3694988,87.65240448
1642164600,-9.2E-05,0.0001,873418924.764933,42173.8362235068,42192.6124470135,42190.9049229287,3207995,1548618,BTCUSD,42184,42220,42168.5,42200.5,3721764,88.19843099
1642164900,-9.2E-05,9.94241206030151E-05,873520947.194975,42176.8130653266,42201.3344120603,42200.0854170854,1127391,2052235,BTCUSD,42200.5,42200.5,42046.5,42047,3406769,80.9006354
1642165200,-9.2E-05,9.85582877959927E-05,873599079.081967,42066.4166666667,42092.7375318761,42091.6167759563,1354714,3036466,BTCUSD,42047,42097.5,42024.5,42091,3256778,77.44183177
1642165500,-9.2E-05,9.65415754923414E-05,874996493.039387,42092.3304157549,42117.5518052516,42115.8134573304,4209089,265835,BTCUSD,42091,42190.5,42091,42164.5,5941041,140.99973739
1642165800,-9.2E-05,9.15673469387755E-05,877938538.314286,42178.512244898,42211.6298163265,42210.1475816327,1939114,879452,BTCUSD,42164.5,42257.5,42163.5,42221.5,5107605,120.99103565
1642166100,-9.2E-05,8.52446264073695E-05,876433587.496418,42227.1857727738,42264.112395087,42262.4628454452,4854873,3156260,BTCUSD,42221.5,42275,42180.5,42191.5,6121989,144.95706491
1642166400,-9.2E-05,7.87382098171319E-05,876168057.690087,42208.4504331088,42248.7830221367,42247.5910972089,1761823,2183300,BTCUSD,42191.5,42270,42181.5,42269.5,2003503,47.44417159
1642166700,-9.2E-05,7.18412874583796E-05,876500404.286348,42268.7130965594,42302.1243285239,42300.9314872364,895823,888250,BTCUSD,42269.5,42270,42205,42217.5,5280366,124.97927256
1642167000,-9.2E-05,6.61410256410256E-05,877957447.150183,42255.6982600733,42288.037518315,42286.7307142857,3827513,1904003,BTCUSD,42217.5,42290,42190,42224,2552642,60.41162109
1642167300,-9.2E-05,6.29078830823738E-05,877365333.721878,42209.6071744907,42237.6807528787,42236.6432240921,716265,2411106,BTCUSD,42224,42224,42176,42194.5,2629357,62.31921335
1642167600,-9.2E-05,5.9296066252588E-05,878493729.71118,42216.5144927536,42246.3585403727,42244.9557556936,2404393,832043,BTCUSD,42194.5,42280,42194.5,42254.5,4435404,105.03134434
1642167900,-9.2E-05,5.46583850931677E-05,879569847.714286,42250.680641822,42282.2209730849,42281.0749585921,1572438,1291758,BTCUSD,42254.5,42291,42141,42183,10707645,253.80396945
1642168200,-9.2E-05,5.28892128279883E-05,882064816.076774,42173.2482993197,42188.1996404276,42187.2998347911,6271896,4376621,BTCUSD,42183,42183,42125.5,42139.5,2490505,59.09072749
1642168500,-9.2E-05,5.41003627569528E-05,883235585.916566,42134.7962515115,42151.6767110036,42150.5379443773,1024242,1580854,BTCUSD,42139.5,42164,42130,42163.5,2151150,51.0432233
1642168800,-9.2E-05,5.62685185185185E-05,883368878.872428,42158.4675925926,42171.0255658436,42169.774691358,4594195,2652932,BTCUSD,42163.5,42249.5,42137,42249.5,7472825,177.24778049
1642169100,-9.2E-05,5.79172625127681E-05,885598812.917263,42245.5331971399,42268.1300715015,42266.9446475996,2342088,409382,BTCUSD,42249.5,42382,42249,42381.5,11047540,261.0281737
1642169400,-9.2E-05,5.63330283623056E-05,885578258.805124,42337.6761207685,42363.075526075,42361.8811802379,8185489,3316093,BTCUSD,42381.5,42382,42313,42359,4484063,105.90094631
1642169700,-9.2E-05,5.57051406401552E-05,885815962.666343,42342.768186227,42365.3628806984,42364.700756547,1677519,2506660,BTCUSD,42359,42364,42263,42300,3650118,86.25120608
1642170000,-9.2E-05,5.63073217726397E-05,886089767.964354,42296.7601156069,42314.5204913295,42313.8700674374,719403,2385224,BTCUSD,42300,42317.5,42215,42283.5,6278672,148.56907268
1642170300,-9.2E-05,5.77979057591623E-05,888797113.544503,42277.8277486911,42299.2282617801,42298.3857172775,1201847,4221482,BTCUSD,42283.5,42314.5,42283.5,42287,1546485,36.55793933
1642170600,-9.2E-05,5.97185398655139E-05,891439542.014409,42316.9860710855,42333.6609221902,42332.8107877041,4164406,893625,BTCUSD,42287,42335,42185,42185,7412371,175.29852888
1642170900,-9.2E-05,6E-05,894166039.817063,42266.5016406891,42282.0052255947,42281.0454388843,3432467,4261835,BTCUSD,42185,42546,42160.5,42473,16510040,389.10967564
1642171200,-9.2E-05,6.08851706036745E-05,890795288.669291,42496.1217191601,42515.871515748,42514.9086089239,12889617,6143763,BTCUSD,42473,42550,42413.5,42500,9974661,234.73302493
1642171500,-9.2E-05,6.03054151624549E-05,888521908.157401,42533.7545126354,42560.9790180505,42559.4970180505,13005513,5738533,BTCUSD,42500,42791,42484.5,42741,26021036,609.54011152
1642171800,-9.2E-05,5.79294049008168E-05,884171950.494749,42772.9294049008,42806.0376546091,42805.316546091,14884713,13809319,BTCUSD,42741,42972.5,42711.5,42947.5,34970700,816.00041261
1642172100,-9.2E-05,5.46881663113006E-05,892391498.013859,42961.5237206823,42986.5446481876,42985.4568710021,30661392,13366544,BTCUSD,42947.5,43096,42947,42987,33657905,782.17761294
1642172400,-9.2E-05,5.45631981187537E-05,900929799.262199,42983.4905937684,43000.7884538507,43000.7409700176,4355715,13032605,BTCUSD,42987,43043,42790.5,42890.5,33094349,772.07800254
1642172700,-9.2E-05,5.60325059101655E-05,890897004.432624,42965.7854609929,42980.7130673759,42979.8441134752,18590465,22385824,BTCUSD,42890.5,43220,42890.5,43109.5,31004404,719.04183979
1642173000,-9.2E-05,5.56036092097075E-05,883210653.734288,43139.1680149347,43165.7266583696,43165.3812570006,8050908,9791696,BTCUSD,43109.5,43175,43058,43058.5,9923882,230.13121413
1642173300,-9.2E-05,5.3606940509915E-05,884696656.70255,43120.604815864,43145.9301203966,43145.8246529745,4421443,4036155,BTCUSD,43058.5,43333,43058,43273,25575418,591.61944918
1642173600,-9.2E-05,5.40157958687728E-05,890288020.670717,43202.6543134872,43215.3112879708,43214.6387545565,29768139,14034629,BTCUSD,43273,43340.5,43190,43194.5,25562244,590.73941185
1642173900,-9.2E-05,5.62935103244838E-05,897775609.524336,43199.4339970501,43204.6976253687,43204.4362684366,2644215,3529404,BTCUSD,43194.5,43201,43118,43139,5021313,116.33205844
1642174200,-9.2E-05,5.9800494641385E-05,897657702.308326,43111.7852431987,43115.8391755977,43115.8739571311,804083,5347421,BTCUSD,43139,43139.5,43062,43135,6719099,155.93596645
1642174500,-9.2E-05,6.37541766109785E-05,895493228.081146,43097.2991249006,43099.9608273667,43099.788902148,2668543,2627553,BTCUSD,43135,43135,42962.5,42992.5,8452652,196.42224931
1642174800,-9.2E-05,6.8293934681182E-05,895298778.136858,42984.3456454121,42984.7888724728,42984.8947822706,2571183,5891711,BTCUSD,42992.5,42992.5,42954,42956,3803937,88.51830137
1642175100,-9.2E-05,7.32959086584206E-05,895325068.795433,42979.0946717412,42977.8152331113,42977.8236156042,884499,1414747,BTCUSD,42956,43120,42956,43073.5,4324594,100.50064853
1642175400,-9.2E-05,7.76115269461078E-05,895824938.323353,43066.2095808383,43068.5463248503,43068.3392889222,2698257,2153349,BTCUSD,43073.5,43095,42993,43053.5,12261211,285.02062471
1642175700,-9.2E-05,8.1163963963964E-05,889356852.534234,43040.0211711712,43049.0564594595,43048.8001621622,3271060,8707755,BTCUSD,43053.5,43099.5,43032,43099.5,2427145,56.34588205
1642176000,1.02727272727273E-05,5.16836734693878E-05,886205143.039889,43106.3858998145,43122.7158719852,43124.7235250464,2526471,1634410,BTCUSD,43099.5,43150,43014.5,43040,11093582,257.61617498
1642176300,8.3E-05,9.35687203791469E-05,888229303.775671,43034.9680094787,43042.6153475513,43046.8220774092,3435995,7285944,BTCUSD,43040,43040.5,42900.5,42900.5,11186513,260.37674926
1642176600,8.3E-05,0.0001,886145373.80813,42931.5898373984,42942.0706178862,42945.7723821138,1726606,11525397,BTCUSD,42900.5,42947.5,42880,42947,6134234,142.94523539
1642176900,8.3E-05,0.0001,884864147.227837,42923.4667553192,42940.0493528369,42943.5649556738,1563346,1223046,BTCUSD,42947,42975,42869,42973.5,2594104,60.44220269
1642177200,8.3E-05,0.0001,884169703.920225,42961.702247191,42976.3864382023,42979.9725617978,913338,860185,BTCUSD,42973.5,42985,42940,42976,1856603,43.21406749
1642177500,8.3E-05,0.0001,885238839.191111,42989.5583333333,43000.2294333333,43003.3213333333,6616247,1132388,BTCUSD,42976,43061,42976,42989.5,7960173,185.04208656
1642177800,8.3E-05,0.0001,885104004.039806,42999.409223301,43016.1086116505,43019.3830291262,2072779,1714099,BTCUSD,42989.5,43128,42940.5,43102,4809678,111.68362942
1642178100,8.3E-05,0.0001,884496879.477666,43126.6153144941,43142.9278304467,43146.0513217867,3391625,1512380,BTCUSD,43102,43186.5,43100,43186.5,10415961,241.36288471
1642178400,8.3E-05,0.0001,889594931.009363,43184.25,43187.3450093633,43190.4601123595,9986083,1916044,BTCUSD,43186.5,43239,43115,43139,5933795,137.41529959
1642178700,8.3E-05,0.0001,891012273.070231,43160.1645702306,43164.3611215933,43167.4722431866,1479469,1401445,BTCUSD,43139,43215,43139,43196,2391636,55.37584521
1642179000,8.3E-05,0.0001,890705906.759049,43196.987590486,43205.3978076525,43208.7008376422,944455,1734404,BTCUSD,43196,43215,43174.5,43200,1566323,36.26153163
1642179300,8.3E-05,0.0001,890899508.678801,43196.1434689508,43213.6927408994,43216.8468201285,393520,309269,BTCUSD,43200,43200,43175.5,43194,746893,17.29187325
1642179600,8.3E-05,0.0001,891023362.606438,43192.5804776739,43209.9569989616,43213.0984423676,653306,651254,BTCUSD,43194,43248,43125.5,43125.5,7199418,166.6768966
1642179900,8.3E-05,0.0001,888421933.437605,43153.9890387858,43167.357757167,43170.6591652614,3885979,3742062,BTCUSD,43125.5,43146,43108,43145.5,2426341,56.27013053
1642180200,8.3E-05,0.0001,889321766.604167,43134.8641098485,43150.3079166667,43153.3386268939,2097355,644318,BTCUSD,43145.5,43185,43110,43110,2467511,57.19917176
1642180500,8.3E-05,0.0001,889877413.622619,43122.0857142857,43139.1210357143,43142.1893690476,588927,672314,BTCUSD,43110,43130,43110,43129.5,2683537,62.22764021
1642180800,8.3E-05,0.0001,889431343.063731,43119.4420625724,43136.9562456547,43140.1947392816,1316597,1958788,BTCUSD,43129.5,43130,43031,43045.5,3788139,87.96344621
1642181100,8.3E-05,0.0001,889030716.621885,43047.3456121344,43062.5125027086,43065.6077573131,1636682,1211885,BTCUSD,43045.5,43067.5,43034.5,43060,547891,12.7267016
1642181400,8.3E-05,0.0001,888800065.352657,43058.9879227053,43078.1009057971,43080.9778502415,431235,233968,BTCUSD,43060,43078.5,43011,43011,1396172,32.43767672
1642181700,8.3E-05,0.0001,887825017.836048,43037.3121606949,43055.4052334419,43058.4032138979,584027,1045909,BTCUSD,43011,43055.5,42993,42993.5,1336146,31.06276015
1642182000,8.3E-05,0.0001,887005489.328244,42973.7146946565,42989.0830629771,42992.4134923664,1901206,2319201,BTCUSD,42993.5,42993.5,42938,42939.5,4979367,115.94077314
